,datetime,city,state,shape,comment
46,12/30/19,Santa Maria,CA,Circle,Watching Sunday or Monday night football went outside too record my thoughts.  I started the camera recording for twelve minutes and recorded several different lights.  The UFO is in the first minute and half.  I recorded this on a TracFone CL
47,12/29/19 22:50,Phoenix,AZ,<br/>,MADAR Node  159
48,12/29/19 22:43,Ballston Spa,NY,Unknown,Large explosion followed by bright light heard across multiple towns
49,12/29/19 22:15,Lenexa,KS,Light,"While driving south on highway 35, I saw a light moving quickly through the clouds from the south east.  It stopped abruptly, went quickly upwards and disappeared.  It returned several times for approximately 15 minutes moving in erratic patterns."
50,12/29/19 22:15,Ft. Worth,TX,Light,I walked  outside down my drive  way .and looked  up in the  sky.  And i see a big blue beam of light.  Looks like  a spot light but it not.  Its still in the sky
51,12/29/19 20:33,St. Petersburg,FL,Unknown,Me and my siblings were in our backyard when we noticed the two UFOs.  They were in a diagonal line with the 2 ufos being at each end of the line.  Then they moved to the left.  Making them A straight line.
52,12/29/19 20:11,Evansville,IN,<br/>,MADAR Node 153
53,12/29/19 20:00,Madisonville,KY,Sphere,I was in my front yard.  I saw a red prison shaped sphere flash three times  looked like Christmas lights but we don’t have any.  It was lying in my yard 6 ft away.  Flashed three times I walked closer and it disappeared.
54,12/29/19 19:30,Spruce Grove (Canada),AB,Light,12 + lights flying in a straight line then dissapeared at the same spot
55,12/29/19 19:10,New Braunfels,TX,Disk,"UFO Sighting New Braunfels, Texas beginning 12/29/2019 Videos"
56,12/29/19 18:50,Cochrane (Canada),AB,Light,"Fleet of UFO's pass over Cochrane,Ab"
57,12/29/19 18:45,Edson (Canada),AB,Light,Evenly spaced lights in the night sky flying high over head looking like stars.
58,12/29/19 18:30,Longwick (UK/England),<br/>,Formation,Just very strange just keaped coming didn’t think they were going to stop
59,12/29/19 18:30,Mayerthorpe (Canada),AB,Light,"A single silent object with red and white flashing lights seen hovering above the treeline. Lasted 5-10 minutes while I was outside, was still there when I went in.   duration unknown. Shape and color of object body unknown as it was already dark."
60,12/29/19 18:26,Mobile,AL,<br/>,MADAR Node  63
61,12/29/19 18:19,Liverpool (UK/England),<br/>,Other,"We saw about 15 lights in a straight line equal formation and moving in the same direction.  The we're moving at the same speed and then disappeared.  An aeroplane crossed 1 of the lights and the light was covered by the plane and then appeared again as the plane passed.  The lights had the same space between each 1 that appeared.  After about 10 mintues, all the lights disappeared"
62,12/29/19 17:25,South River,NJ,Other,"My son reported that for a three seconds he witnessed a bright light that was above the clouds move in an arc curve.  It disappeared as suddenly as it came.  No other lights were discernable.  He has seen satellites overhead, but he says this was closer then a satellite but farther then an airplane."
63,12/29/19 15:51,Aliquippa,PA,<br/>,MADAR Node  68
64,12/29/19 15:45,Newport Beach,CA,Triangle,Triangle shaped ufo sighting
65,12/29/19 06:24,Newburgh,IN,<br/>,MADAR Node 142
66,12/29/19 00:30,Gettysburg,PA,Circle,"Regularly noted (over at least the past year), unknown bright white objects in night sky, which seem to be geometrically aligned."
67,12/29/19 00:06,Marksville,LA,Disk,Me and my fiance seen 2 grayish saucers high up in the sky flying parallel and in sync with each other.  They didn't have any lights or sound.  Flying super fast before they merged together and disappeared.
68,12/28/19 23:00,East Hartford,CT,<br/>,Three lights flashing in triangular form
69,12/28/19 21:00,Spokane,WA,Fireball,Me and my father were sitting in the hot tub relaxing when we saw 3 objects that looked like round fire balls appear in the sky going south west they were gaining elevation and traveling at a moderate pace  they kept rising into the clouds then a fourth appeared and followed the same path Our first thought was flares but they kept getting higher in the air and the path they took seems to coordinated.  I also have video of the sighting.
70,12/28/19 19:30,Saskatoon (Canada),SK,Unknown,"I went outside at 7:30 pm to have a cigarette.  As usual I look up at the stars while I'm outside.  At first everything seemed normal and a few minutes later I spotted what I thought was a satellite approaching from the western sky.  I soon realized it was not a satellite as approximately 50 to 60 of the same size objects appeared right behind the first one. All at the same speed and all approx. the same distance apart.  I called my wife and a neighbour to witness the activity.  I'm not quite sure why but I feel completely panicked and want to tell everyone I know.  I watch a lot of ufo shows on tv but have never heard a report of this many ufo's at one time. S ounds crazy, I would have thought so myself if i had not witnessed it myself. Governments have been lying to us all along. SHIT."
71,12/28/19 19:00,Townshend,VT,Light,Three white lights moving in a non-linear fashion traveled from high to low altitude extremely fast.
72,12/28/19 19:00,Saskatoon (Canada),SK,Light,These aircraft or lights where flying straight up into the sky.
73,12/28/19 18:54,Lords Valley,PA,<br/>,MADAR Node 121
74,12/28/19 18:25,Calgary (Canada),AB,Light,"On December 28, 2019 at approximately 18:25 hours I was looking into the western sky.  I noticed what appeared to be a satellite traveling from west to east.  However I soon noticed several more all traveling in the same direction evenly spaced apart.  I may have missed the beginning of this parade but watched for 2-3 minutes as they just kept appearing and traveling across the sky in almost single file.  I did start counting but after 10-12 of them I stopped and just watched in wonder. "
75,12/28/19 18:15,Cremona (Canada),AB,Light,Unexplained row of 80 or more perfectly spaced lights cross Highway 22
76,12/28/19 18:05,Reno,NV,Circle,Shiny light in the sky above Reno.
77,12/28/19 18:00,Fall River,MA,Light,The lights were blinking and swirling in circles.  I first thought it was stars but they started to move across the sky.
78,12/28/19 18:00,Santa Maria,CA,Light,I was parked behind the movie theater and was looking towards the north east and saw a light like a star but much closer then a star  I thought it's a plane but it was too fast I then saw 2 planes with red light blinking but lower then the light cross where it had been as the planes came cross the bright light moving faster then a plane headed  out into space the last I saw it ..it was moving out into pitch black not across the sky but out beyond the earth ..it was gone I could see the planes head northeast.  still I dont know what I saw but it wasnt a plane it was faster and higher it was a constant white light like a star but but moving very high in the sky it was the size of a far star but it was much  closer then a star all know is it moved fast and disappeared into space not east west north or south but away from earth .satalights not move planes dont head out into space ..did anyone else see it in this area
79,12/28/19 15:06,New York,NY,<br/>,MADAR Node  85
80,12/28/19 09:00,Woodbury,GA,Other,"Flashing blue,green and red lights. There were four of them in the sky.  They stay in place all night every night."
81,12/28/19 07:04,Payson,IL,<br/>,MADAR Node 97
82,12/28/19 01:30,Forest Park,IL,Light,"My fiance and I have a condo and were out on our 3rd.floor balcony which faces East.  We spotted a light that silently hovered and started to slowly move from North to South.  It changed positions numerous times and would fade and re-appear throughout the incident. It was flashing rapidly numerous colors, white, red and green.  At times, planes would fly next to it or below it.  If I had to guess it was about 800-900 ft. in the air and increased its elevation throughout the course of the sighting."
83,12/28/19 00:44,Reno,NV,Formation,I could see a strange arc of lights in a half oval formation over the horizon of downtown Reno.  I had a great view of all of downtown Reno as I was higher up and north.  The arc of lights was well above the horizon and clearly not part of any of the myriad lights downtown.
84,12/27/19 22:30,Chelsea,IA,Other,Row of 10-12 circles
85,12/27/19 22:30,Chelsea,IA,Unknown,10-12 circular lights lined up on a hill
86,12/27/19 22:00,Wetaskiwin (Canada),AB,<br/>,"We were travelling southbound on highway 2 just north of wetaskiwin and saw a bright white light pointed at us in the sky.  As we travelled it did not seem to move towards us as we thought a plane might.  It had one bright light pointed at us which also seemed odd for a plane (though it was late and dark).  As we travelled further it was clear the object was not moving and we drove by the object as it stayed still in the sky.  Looking at the object from the rear view window it still had not moved after we had drove by.  We could no longer see the white light, but instead two flashing red lights on opposite sides and two small solid (not flashing) white lights on opposite sides in somewhat of a square pattern of lights.  All passengers in the vehicle assessed the object as we drove and agreed it did not move.  We described it like a “plane sized drone not moving”.   Matches the description of an earlier December sighting in wetaskiwin."
87,12/27/19 21:55,Glen Cove,NY,Circle,I happened to look up to the right and saw a white light that was like a star at first then it grew in size and the white light intensity was so damn bright I have never ever seen anything close to the intensity and purity of this white light.  It grew about 5 times in size and then the light blinked out towards the center of the light.  It was round in shape and started as a pin dot then the dot was moving downward and after about 5 seconds moving slowly downward the brightness and size grew very quickly and then when it was its brightest it quickly shrank toward the center and waa as gone.  There was mo streaking from a meteor or no smoke nothing and it moved slowly downward.  This was the most amazing thing I ever saw and the brightest brighter then the sun and was pure I mean pure white with such intensity.  No sound
88,12/27/19 20:57,Royal Palm Beach,FL,<br/>,MADAR Node  76
89,12/27/19 19:30,Cudworth (Canada),SK,Unknown,"They appeared as satilites, each was one single white dot!"
90,12/27/19 19:00,Elkmont,AL,Fireball,Bright light trailed by a green glowing light attached.
91,12/27/19 19:00,Moose Jaw (Canada),SK,<br/>,"3 people saw about 25 white lights in formation, evenly spaced, flying from west to east over house.  Seemed to disappear once they got east past Moose Jaw area."
92,12/27/19 18:04,winterstown,PA,Triangle,strange neverbefore seen 2 very bright triangles in PA night sky no moonout or other lights it was in country.
93,12/27/19 17:50,Thunder Bay (Canada),ON,Sphere,"Seen around 30 lights, perfectly spaced from one another and in a perfect line heading east/north east from Thunder Bay, ON."
94,12/27/19 17:06,Norris City,IN,<br/>,MADAR Node 115
95,12/27/19 04:14,Valley City,NY,<br/>,MADAR Node  93
96,12/27/19 01:45,Bisbee,AZ,Cone,Saw these objects while looking at a mountain in mex. from our front yard
97,12/26/19 22:30,Westland,MI,Light,Hundreds of constant lights traveling at a constant speed.
98,12/26/19 21:34,Arlington,WA,Sphere,Orange orb light orange surrounding halo
99,12/26/19 20:45,Waukegan,IL,Fireball,Bright green pinpoint light moving very fast in the sky
100,12/26/19 20:00,Jersey City,NJ,Rectangle,"Purplish, orange sunrise, metallic taste in mouth , travel timing. & the grayish ufo that’ll be imprinted in my mind forever!"
101,12/26/19 19:00,Brooklyn,NY,Unknown,Large Green and Red Flashing Lights - Low Flying Craft
102,12/26/19 18:30,Chicago,IL,Triangle,Black Delta Wing Aircraft flying low over Chicago
103,12/26/19 18:10,Alvin,TX,Light,UFO or meteor?
104,12/26/19 17:25,Laktasi (Bosnia/Herzegovina,<br/>,Circle,"It was circle formed craft, it passed in the sky with green and red lights."
105,12/26/19 12:07,Cambridge,OH,<br/>,MADAR Node 137
106,12/26/19 07:22,Mountlake Terrace,WA,<br/>,MADAR Node 100
107,12/26/19 05:30,Glasgow,KY,Diamond,I saw very bright light flying very low.  Then I saw diamond shape with lights looking like it was about to land near a pasture.
108,12/26/19 05:00,Centennial/Parker,CO,Light,"I was driving southbound on S. Chambers Rd. nearing Compark Blvd. (at the Centennial/Parker border) when a bright, solid-white light appeared out of nowhere at a very low altitude to the left of me in the pre-dawn darkness.  It zipped south-eastward in the same trajectory as my car, veered northward and down before it just blinked out.  It was much too low & fast for the distant flights ascending/descending out of DIA and much too fast for the smaller planes allowed in the immediate Centennial airspace.  The light was more solidly encompassing, rather than just a twinkle on a plane or helicopter.  My car was the only one on the road in all directions at 5am so there were no head- or tail-lights anywhere in the vicinity to have been reflected on my car windows or against anything external.  I've never seen anything like this before until last month when my husband and I both were startled by a nearly identical occurrence.  Two sightings of my own seems both noteable and worthy of reporting."
109,12/26/19 02:35,Fullerton,CA,Oval,"A large orange oval, like a disc, moved very fast almost at impossible speeds.  It moved to the south and then disappeared"
110,12/26/19 00:25,Mobile,AL,<br/>,MADAR Node 63
111,12/26/19,Munhall,PA,Other,"Very weird,,,,you have to see it to believe it...."
112,12/25/19 23:00,Utica,NY,Disk,Ny Abductee Records Inside A UFO Sending Clear Video Footage Must See!!!
113,12/25/19 22:00,Avalon,NJ,Diamond,Diamond shaped ship gliding along avalon blvd.  Abruptly stopped and hovered over newsroom 40 building for at least an hour.
114,12/25/19 22:00,Dash Point,WA,Triangle,Bright red object that seemed to pulse and and seemed triangular in shape with no sound as it flew over.
115,12/25/19 21:25,Boise,ID,Light,"Blinking red light in sky splits above Boise Foothills, then disappears"
116,12/25/19 20:45,Waukegan,IL,Fireball,Bright green pinpoint light moving very fast in the sky
117,12/25/19 20:35,Windsor (Canada),ON,Oval,7 objects flying for approximately 7-10 minutes with orange flames trailing then suddenly disappeared
118,12/25/19 20:30,Land o’ Lakes,FL,Light,Red Orb hovered then took off south on Christmas Day
119,12/25/19 20:30,Tybee Island,GA,Sphere,Reddish orange orbs that changed to white and disappeared at a high rate of speed
120,12/25/19 19:45,Cypress Hills (Canada),SK,Other,About 10 spacecraft with lights in each with space in between but in an exact line.  They were flying upwards and each would disappear.  There were other spacecraft flying toward the line of crafts.
121,12/25/19 18:40,Victor,MT,Light,"These look like satellites or missiles.  They were in a line exact spacing apart, coming from the southwest."
122,12/25/19 18:30,Brownsville,TN,Circle,"Fireball like craft flying low and slow, then disappearing quickly."
123,12/25/19 17:45,Bonney lake,WA,Unknown,30 fast moving objects
124,12/25/19 17:45,Troy,ID,Formation,A column of 40+ lights similar to a satellite (speed and intensity) all moving on the same path in close proximity
125,12/25/19 17:40,Madison,AL,Triangle,Quiet Triangular overall shape with 4 dark amber lights (possible windows)
126,12/25/19 17:35,Pittsburgh,PA,Cross,There were 8 small silent craft flying from the southwest to the northeast  They had red lights and we're silent  Approximately 15 seconds apart flying in the same direction Five minutes later there was one more I would guess the altitude at 3000 ft
127,12/25/19 17:30,Enumclaw,WA,Light,Many lights moving in a line across the night sky.
128,12/25/19 17:30,Stacyville,IA,Light,Multiple Objects moving East in a row one after another
129,12/25/19 14:34,New York,NY,<br/>,MADAR Node  85
130,12/25/19 08:49,Laughlintown,PA,<br/>,MADAR Node  94
131,12/25/19 07:00,Welling (Canada),AB,Circle,Came outside to go to Grandmother's house across the property when I notice a roll of orange orbs flying at the end of the orange orbs were three other orbs that were in a offset triangular position all orbs disappeared when about overhead I believe due to the light of the sun shining off of them.  I had called out a family member to have a look and hear witness some of them largest UFO sighting I've seen yet is it starlink?  
132,12/25/19 06:45,East Helena,MT,Other,star looking objects flying single file from the west to the north and dissapearing. None below describe it
133,12/25/19 06:40,Cambridge,OH,<br/>,MADAR Node 137
134,12/25/19 03:15,Manassas,VA,Light,3:15 A.M. Bright Sphere in NW sky between Elnath (Taurus) & Capella zipping around in erratic pattern.  High altitude.
135,12/25/19 01:40,Mandeville,LA,Light,"Bright light at 0140 a.m. bobbing in the sky, then darting extreme left, right, then back to neutral - constantly moving."
136,12/25/19 01:28,Florence,SC,Rectangle,"Two rows of 6 white lights each hovering above ground close to fence, ascending above trees and returning to jump fence"
137,12/25/19 00:15,New Port Richey,FL,Disk,"Saw what looked like large fireballs, orange to red in color, approach from the west (Gulf of Mexico) and hover for a few seconds above our small lake.  Then moved very abruptly south.  A moment later a trio of the same objects repeated the same, these three hovered together for slightly longer.  We were able to make out a round shape, with the underneath having an alternating pattern of 3 straight lines and 3 pod shapes which together resembled a flower-like pattern.  I assumed this was the power source.  The trio also moved abruptly to the south.  Another minute passed and a single object appeared and did the exact same thing, for a total of 5 objects.  We heard no sound whatsoever from the objects."
138,12/25/19 00:15,Gonzales,CA,Circle,"My dad, and I saw about 6 lights of varying distances apart from each other extremely high in the sky flashing at times but, moving extremely  fast.  Disappeared one by one, seemingly fading into the night sky as if flying up at extreme speed.  No sound was made."
139,12/25/19 00:00,Mount Vernon,MO,Light,A light continued to blink in regular 8 -10 second intervals but doesn't seem to really be move across the sky for 2 hours now..
140,12/24/19 22:46,Gloucester,MA,Triangle,I live on the water and I can see Boston clearly from Gloucester Massachusetts every night between   22:48  and   oo.:00   midnight   there are military planes fighters Jets that fly over at a schedule time to do the maneuvers          up and down the coast line well I've been noticing a couple of times a week above the             jet flying there is another vehicle or craft  wich is not  a  plane or jet  flying and pacing the jet as it's going up the coast line and it's probably 4 miles above   fighter  jet                         i've  Went outside with high-powered binoculars to look up and I can see clearly the fighter jet but my binoculars can't  Center focused on the   object  above   the  jet   enough to see what the object is !!    the  processor in the binoculars becomes distorted with the visual  and Can't and won't focus and he's been like less focused fast    then at the last minute you see the craft above the fighter jet just shoot straight up ! in the air like a song put it in a sling shot and then just disappears to nothing  And the judge just continues on his maneuvers  Like nothing even happened   I've even put my  video  cams  up wards  to catch  it   I'll update you with the video when it happens thank you for your time
141,12/24/19 22:38,North Providence,RI,Fireball,3 balls of light exact same distance apart and exact same speed
142,12/24/19 22:05,Anchorage,AK,Unknown,"Three objects, evening sky, over the city of Anchorage, Alaska, December 24, each seem to be each object was orange/flames"
143,12/24/19 21:39,Carlstadt (above),NJ,Light,Hovering bright light like a strobe light.  Hovering.  Possible drone.
144,12/24/19 21:28,Boise,<br/>,Light,"Stationary red light hovers 20 degrees above the horizon north of Boise, emitting a second right light to the surface with 2 witnesses."
145,12/24/19 21:00,Boise,ID,Light,Pulsating red light seen over Boise
146,12/24/19 19:30,Scottville,MI,Light,20 to 25 lites rounds starting at same organ heading from West to east in same line.across sky.
147,12/24/19 19:21,Clark,WY,Light,White solid lights in singe file traveling West to East - one stopped changed directions  they were not close to each other
148,12/24/19 19:15,Rehoboth,MA,Light,A bright light traveling from south east toward north west at a high rate of speed.  It was observed for a few seconds.
149,12/24/19 19:00,Savannah,GA,Chevron,"Craft was slowly moving southt with a veral bright bulb lights lined the bottom, but the strange thing was the erratic heat waves."
150,12/24/19 19:00,Lexington,NC,Sphere,Saw several glowing red objects hovering almost the shape of the big Dipper.  They were traveling south East until they disappeared in the tree line.  The objects made no sound.
151,12/24/19 19:00,Klamath Falls,OR,Circle,I saw 4 UFOs  that were circular and redish orange in color traveling North East coming out of the West in Klamath Falls Oregon.
152,12/24/19 18:55,Burlington Flats,NY,Triangle,7 UFOs Christmas Eve Upstate NY Rising Vertically one at a time each 3 bright red lights
153,12/24/19 18:30,Fredericksburg,VA,Sphere,"While driving at night, I watched two blue-green light-emitting spheres flying fast"
154,12/24/19 18:23,Black Hawk,SD,Light,"Line of evenly spaced white, star-like lights moving in night sky from west to east and disappearing overhead."
155,12/24/19 18:15,Billings,MT,Light,"Moving Northwest from the West just above the horizon in a single file formation.  We witnessed 25 to 30 lights spaced evenly apart above the Earth floating across the sky for 3 to 5 minutes and then disappearing and dimming out at a certain spot in the sky once they reached that certain spot!  Normally where you would satellites flying by!  Also several people reported on Facebook seeing the same thing here in Billings, Montana  And over McCall, Idaho at the same time there are several pictures to prove these statements."
156,12/24/19 18:00,Greybull,WY,Light,"Bright white lights evenly spaced apart moving Southwest to northeast in a continuous line and disappearing before the horizon, for at least a half an hour, not like satelites to bright and evenly spaced, at least 10 people in our group saw them, nobody has answers?  We were approximately three miles from closest town so light pollution wasn't a problem."
